;Vviento00;Vviento01;Vviento02;Vviento03;Vviento04;Vviento05;Vviento06;Vviento07;Vviento08;Vviento09;Vviento10;Vviento11;Vviento12;Vviento13;Vviento14;Vviento15;Vviento16;Vviento17;Vviento18;Vviento19;Vviento20;Vviento21;Vviento22;Vviento23;AlturaOlas00;AlturaOlas01;AlturaOlas02;AlturaOlas03;AlturaOlas04;AlturaOlas05;AlturaOlas06;AlturaOlas07;AlturaOlas08;AlturaOlas09;AlturaOlas10;AlturaOlas11;AlturaOlas12;AlturaOlas13;AlturaOlas14;AlturaOlas15;AlturaOlas16;AlturaOlas17;AlturaOlas18;AlturaOlas19;AlturaOlas20;AlturaOlas21;AlturaOlas22;AlturaOlas23;PeriodoOlas00;PeriodoOlas01;PeriodoOlas02;PeriodoOlas03;PeriodoOlas04;PeriodoOlas05;PeriodoOlas06;PeriodoOlas07;PeriodoOlas08;PeriodoOlas09;PeriodoOlas10;PeriodoOlas11;PeriodoOlas12;PeriodoOlas13;PeriodoOlas14;PeriodoOlas15;PeriodoOlas16;PeriodoOlas17;PeriodoOlas18;PeriodoOlas19;PeriodoOlas20;PeriodoOlas21;PeriodoOlas22;PeriodoOlas23;Temperatura00;Temperatura01;Temperatura02;Temperatura03;Temperatura04;Temperatura05;Temperatura06;Temperatura07;Temperatura08;Temperatura09;Temperatura10;Temperatura11;Temperatura12;Temperatura13;Temperatura14;Temperatura15;Temperatura16;Temperatura17;Temperatura18;Temperatura19;Temperatura20;Temperatura21;Temperatura22;Temperatura23;Lluvia00;Lluvia01;Lluvia02;Lluvia03;Lluvia04;Lluvia05;Lluvia06;Lluvia07;Lluvia08;Lluvia09;Lluvia10;Lluvia11;Lluvia12;Lluvia13;Lluvia14;Lluvia15;Lluvia16;Lluvia17;Lluvia18;Lluvia19;Lluvia20;Lluvia21;Lluvia22;Lluvia23;Nubosidad00;Nubosidad01;Nubosidad02;Nubosidad03;Nubosidad04;Nubosidad05;Nubosidad06;Nubosidad07;Nubosidad08;Nubosidad09;Nubosidad10;Nubosidad11;Nubosidad12;Nubosidad13;Nubosidad14;Nubosidad15;Nubosidad16;Nubosidad17;Nubosidad18;Nubosidad19;Nubosidad20;Nubosidad21;Nubosidad22;Nubosidad23
28.07.2023;11;10;11;10;9;8;7;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.3;1.2;1.1;1.1;1.1;1.1;1.1;1.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;7;7;7;7;7;6;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;14;14;14;13;13;13;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;100;100;100;100;100;100;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.07.2023;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;11;11;10;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.6;1.5;1.5;1.5;1.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;7;7;7;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;16;15;14;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.1;0.1;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;5;6;;
01.08.2023;9;8;8;8;10;8;7;6;6;5;6;7;10;11;13;14;15;14;10;11;11;13;14;13;1.4;1.4;1.3;1.3;1.3;1.3;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1.1;1.2;1.3;1.3;1.3;1.2;1.1;1.1;1.2;1.3;1.4;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;7;5;12;12;12;12;14;13;12;13;14;15;16;17;17;17;17;17;16;15;14;15;15;14;15;15;;;;;;;;;;;;;;;;;0.1;0.4;0.2;;0.1;0.6;0.8;0.4;;;;50;90;82;22;7;31;51;100;100;100;100;31;100;100;100;100;100;100;100;100;100
02.08.2023;15;17;17;18;15;12;11;4;5;9;13;14;18;17;17;17;16;16;14;15;14;13;13;12;1.5;1.9;2.1;2.3;2.4;2.5;2.6;2.5;2.6;2.7;2.7;2.7;2.7;2.6;2.4;2.3;2.1;2;1.9;1.9;1.8;1.7;1.6;1.5;6;6;6;7;7;8;9;9;10;10;11;11;12;12;12;12;12;12;12;11;11;11;11;11;16;16;16;14;14;14;14;14;15;14;16;15;15;15;16;15;15;16;17;16;16;16;15;15;;0.1;;;0.1;0.2;0.3;0.4;0.2;0.2;;;;0.1;;0.1;;;0.1;;;;;;100;100;100;100;12;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;97;97
03.08.2023;13;13;12;13;14;15;15;14;15;14;13;15;14;14;14;14;15;15;15;16;16;16;16;16;1.4;1.4;1.3;1.3;1.3;1.2;1.2;1.2;1.1;1.1;1;1;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;11;11;11;11;11;11;10;10;10;9;9;8;8;8;8;8;8;8;8;8;8;8;7;3;15;15;14;13;13;14;14;14;14;15;15;16;16;18;18;18;19;19;18;17;16;15;13;13;;;;;;;;;;;;;;0.1;0.1;0.1;;0.1;0.1;;;;;;99;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;35;;;
04.08.2023;15;15;13;12;11;10;8;7;8;7;7;6;5;5;6;4;5;7;12;12;13;12;14;17;0.8;0.8;0.8;0.7;0.7;0.6;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.7;0.8;0.8;0.8;1;3;3;3;8;8;8;8;8;10;10;10;10;10;10;10;10;10;10;3;4;4;4;4;4;12;12;11;11;11;10;10;11;12;13;14;15;16;16;16;16;17;16;15;15;13;12;12;13;;;;;;;;;;;;;;;;;0.1;;;;0.5;0.6;0.9;1.3;;;;30;8;100;56;24;100;100;94;100;100;100;100;100;100;100;100;100;100;100;100;100
05.08.2023;19;18;20;14;15;14;13;11;25;30;26;22;20;18;16;15;14;14;14;13;12;10;8;7;1.2;1.4;1.7;1.8;1.9;1.9;1.9;1.9;1.9;2.1;2.2;2.1;1.9;1.7;1.5;1.4;1.3;1.2;1.1;1;1;0.9;0.9;0.9;5;5;6;6;6;6;7;7;7;7;8;9;9;10;10;10;10;10;9;9;9;9;9;9;13;13;14;15;15;15;15;15;13;12;12;13;14;15;16;17;17;17;16;16;15;14;12;11;1.1;1.3;1.9;0.3;0.4;0.4;0.4;;0.1;;;;;;;;0.3;0.2;0.1;;;;;;100;100;100;100;100;100;100;100;100;100;100;87;88;100;100;54;76;62;9;9;8;7;6;
06.08.2023;7;7;6;6;6;5;5;5;6;7;7;6;7;7;7;7;8;10;11;12;11;8;7;7;0.8;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.5;0.5;0.7;0.7;0.7;0.6;0.6;8;8;8;8;8;8;8;7;7;7;7;7;7;7;7;7;7;7;6;5;5;5;6;6;11;11;10;10;10;10;10;11;12;14;15;16;17;17;17;18;18;18;17;17;16;14;12;11;;;;;;;;;;;;;0.1;0.4;0.3;0.2;0.1;0.1;;;;;;;;6;5;;6;6;7;20;22;6;46;46;59;81;100;92;100;60;100;;;;5;10
07.08.2023;6;6;5;5;4;3;3;3;2;3;4;6;8;10;11;12;13;12;10;10;9;7;5;4;0.6;0.5;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.4;0.3;0.3;0.3;0.4;0.4;0.5;0.6;0.6;0.6;0.6;0.6;0.5;0.5;0.4;6;6;6;6;6;5;5;5;5;5;5;5;5;5;3;3;3;4;4;4;4;4;4;4;11;11;10;10;10;10;10;11;12;13;14;15;15;16;16;16;16;15;14;14;14;13;13;14;;;;;;;;;;;;;;;;;;0.1;;;;;;0.1;10;11;100;88;100;100;100;100;100;100;100;100;100;100;100;100;79;81;100;32;42;51;75;100
08.08.2023;3;4;4;4;4;5;6;7;6;5;5;5;4;2;2;4;4;5;5;3;3;2;2;2;0.5;0.6;0.7;0.7;0.8;0.8;0.9;0.9;0.9;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;4;4;4;5;5;5;6;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;14;14;15;15;15;14;14;14;14;14;14;14;15;15;15;15;15;15;15;15;15;15;15;14;0.2;0.4;0.5;1.7;0.6;;;;;;;;;0.1;0.8;;0.2;0.1;0.1;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;92
09.08.2023;1;2;2;2;2;1;1;4;4;4;4;4;5;7;8;9;10;9;9;8;5;5;5;5;0.6;0.7;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.4;0.4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;6;6;5;5;5;14;14;14;14;14;14;14;15;16;17;18;18;19;20;20;19;19;19;18;17;17;16;16;16;;;;;;;;;;;;;;;;;;;;;;;;;85;82;51;73;34;33;16;68;100;100;100;100;100;89;21;;;;;;;;;
10.08.2023;5;6;7;7;8;9;10;11;11;11;11;12;13;14;13;14;14;11;13;14;14;13;13;11;0.4;0.5;0.5;0.5;0.5;0.6;0.6;0.7;0.9;1;1.1;1.1;1.2;1.3;1.4;1.4;1.5;1.5;1.5;1.6;1.7;1.7;1.7;1.6;5;4;3;3;4;4;4;4;4;5;5;6;6;6;6;6;6;7;6;6;6;6;7;7;16;16;16;16;16;16;16;16;16;16;17;17;18;19;18;18;18;17;17;17;17;17;16;16;;;;;;;;;;;0.1;;;;;;;;0.4;0.8;0.1;;;;8;19;37;41;64;81;97;99;100;100;100;100;100;100;100;100;100;100;95;100;100;100;88;90
11.08.2023;10;11;10;10;11;12;13;14;15;15;16;17;18;18;18;19;19;19;18;19;19;18;19;20;1.6;1.5;1.5;1.4;1.4;1.4;1.4;1.6;1.7;1.7;1.8;1.8;1.9;2;2;2.1;2.1;2.2;2.2;2.3;2.4;2.4;2.4;2.5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;15;15;15;15;15;15;16;15;16;16;17;17;17;18;18;17;17;17;16;16;16;16;16;16;;;;;;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.1;0.1;;0.1;;0.1;0.1;;0.1;0.1;0.1;0.1;24;27;27;40;44;49;49;;5;11;;;;;;;;;100;23;29;100;100;100
12.08.2023;20;20;20;21;20;19;19;19;18;17;16;17;17;18;17;16;15;16;16;17;17;14;13;13;2.6;2.5;2.5;2.6;2.6;2.6;2.5;2.6;2.6;2.5;2.4;2.3;2.2;2.3;2.3;2.3;2.2;2.2;2.2;2.3;2.2;2;1.9;1.8;7;7;7;7;7;7;8;8;8;8;8;8;8;7;7;7;7;7;7;7;7;7;7;7;16;16;16;16;16;16;16;15;16;16;16;18;18;19;18;18;19;18;18;17;16;16;15;14;0.2;0.1;0.1;0.1;0.2;0.1;;0.1;0.1;0.1;;;0.1;0.1;0.1;;;0.1;0.1;;;;;;100;90;100;100;100;100;100;100;98;100;100;;29;17;92;100;100;100;100;100;9;82;100;80
13.08.2023;11;12;13;12;11;10;10;9;10;11;12;12;13;15;17;15;16;15;12;8;4;1;3;4;1.8;1.7;1.7;1.6;1.6;1.5;1.4;1.4;1.4;1.3;1.3;1.3;1.2;1.2;1.3;1.3;1.3;1.2;1.1;1;1;0.9;0.9;0.8;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;5;5;5;6;6;6;6;16;16;14;15;14;14;13;13;13;13;14;15;16;16;17;17;17;16;16;16;15;13;13;13;14;13;;0.1;;;;;;;;;;;;;;;;;0.2;0.3;0.3;;;;10;100;100;100;100;96;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
14.08.2023;5;7;7;7;7;8;10;11;9;8;7;7;6;6;5;7;8;5;6;6;6;6;7;7;0.8;0.8;0.9;0.9;1;1.1;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.1;1.2;1.2;1.1;1.1;1.1;1;1;0.9;15;15;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;13;13;13;13;12;12;13;13;13;13;14;16;18;18;18;18;18;18;18;18;16;15;14;14;;;;;;;0.3;0.3;;;;;;0.1;0.3;0.5;0.4;0.3;0.5;0.4;0.4;;0.1;;100;100;100;100;100;100;100;100;100;100;100;69;6;29;56;100;100;100;97;95;21;6;6;6
15.08.2023;6;6;6;6;6;6;6;5;5;6;6;6;5;5;5;7;7;7;7;5;4;5;5;6;0.9;0.9;0.9;0.9;0.9;0.9;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.7;0.8;0.8;0.7;0.7;0.6;7;7;7;7;7;7;7;7;7;7;16;16;16;16;16;16;16;16;16;16;16;16;16;16;14;13;13;12;12;12;12;12;13;15;16;17;17;18;18;18;17;17;16;17;17;16;14;14;;;;;;;;;;;;;;0.1;;0.1;0.3;0.3;0.1;0.1;0.1;;;;6;6;5;;7;;8;6;13;;27;30;46;59;99;99;99;99;100;38;12;100;100;38
16.08.2023;7;7;6;6;5;5;5;5;5;4;4;2;4;6;7;7;7;7;6;5;3;3;2;4;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;16;16;16;15;15;15;15;15;15;15;15;15;15;15;19;19;19;19;19;19;15;15;14;18;13;13;12;12;12;12;11;12;13;15;16;18;18;18;19;19;18;18;18;17;16;14;13;13;;;;;;;;;;;;;0.1;;;;;;;;;;;;11;;;5;;6;7;26;33;15;17;17;39;37;19;18;20;15;14;11;;;;
17.08.2023;5;4;5;5;5;7;6;7;8;9;11;13;13;13;14;13;12;12;10;9;9;9;8;8;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.5;0.5;0.6;0.7;0.7;0.8;0.8;0.8;0.8;0.8;0.8;0.7;0.7;0.8;0.9;0.9;18;18;18;18;18;18;18;18;18;18;18;17;17;17;17;17;17;17;17;17;17;17;16;5;12;12;12;12;12;12;12;14;15;16;17;18;18;18;18;18;18;18;17;17;17;16;16;16;;;;;;;;;;;;;;;;;;;0.3;0.2;0.2;0.1;0.1;;;;17;100;100;100;100;100;100;100;100;74;27;100;100;100;97;100;100;100;100;100;100;100
18.08.2023;8;11;11;11;9;10;10;10;10;11;12;15;14;15;16;16;19;23;25;26;27;25;28;24;0.9;0.9;1;1;1;1;1.1;1.1;1.2;1.3;1.3;1.4;1.5;1.6;1.7;1.7;1.9;2.2;2.5;2.7;2.8;3;3.4;3.5;6;6;5;5;7;7;7;8;8;9;9;9;9;8;8;8;6;6;6;7;7;7;8;8;16;17;16;16;16;16;16;16;17;17;17;18;17;17;18;18;17;17;16;16;17;17;18;17;0.2;0.1;0.2;0.3;0.2;;0.1;;;;;0.1;;0.1;0.1;0.5;1.4;2.8;4.5;1.9;2.9;2;0.3;0.4;100;100;100;100;100;100;100;100;100;100;100;80;100;100;100;100;100;100;100;100;100;100;100;100
19.08.2023;22;24;27;32;30;28;25;21;22;20;19;19;19;20;20;21;19;18;17;16;15;14;14;14;3.8;4.5;5.1;5.5;5.3;5.1;4.7;4.4;4.1;3.8;3.6;3.4;3.2;3.1;3;3;2.9;2.8;2.6;2.4;2.3;2.2;2.1;2.1;9;10;10;11;11;11;11;11;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;17;17;16;16;16;16;16;16;16;16;17;18;18;18;18;18;18;17;17;16;16;16;15;15;0.1;0.1;0.8;0.3;0.8;0.1;;;;;;;0.1;;;;;;;;;;;;100;100;100;100;100;100;100;63;100;100;6;40;67;38;;;18;100;100;100;100;100;100;22
20.08.2023;12;12;12;11;11;11;10;12;11;12;14;15;15;14;15;14;14;14;14;14;14;14;14;13;2;1.9;1.9;1.8;1.7;1.7;1.7;1.7;1.6;1.6;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.4;1.4;1.5;1.5;1.5;1.5;1.5;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;6;6;6;6;6;15;15;15;15;15;15;15;15;15;16;17;17;17;17;17;17;17;17;17;16;16;15;16;16;;;;;0.1;0.1;;0.2;;0.1;0.1;;;;;;;;;;;;;;32;18;24;62;18;23;6;100;5;;;;;;;;;;;;14;22;37;38
21.08.2023;13;13;14;14;15;15;14;13;13;13;14;16;16;16;16;15;15;15;14;14;14;14;15;16;1.5;1.5;1.5;1.5;1.5;1.5;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.6;1.5;1.4;1.4;1.3;1.3;1.3;1.3;1.4;1.4;1.5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;17;17;18;18;18;18;18;17;17;17;16;16;16;16;;;;;;0.1;0.1;0.1;0.1;;;;;;;;;;;;;;;;41;48;67;71;100;99;78;100;100;100;100;100;100;100;;;;;100;21;51;47;29;57
22.08.2023;14;14;14;13;13;13;12;11;10;9;9;9;11;11;11;12;11;12;11;10;9;8;6;2;1.5;1.5;1.5;1.5;1.5;1.5;1.4;1.4;1.4;1.3;1.2;1.2;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1;1;0.9;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;5;5;5;5;16;15;16;16;16;16;15;15;15;16;17;18;18;17;17;18;18;18;18;17;16;15;15;14;;;;;;;;;;;;;0.1;0.1;0.3;0.3;0.1;0.2;0.2;0.1;0.1;;;;72;37;71;100;100;68;;41;55;28;5;;26;72;100;23;99;;18;31;22;15;100;90
23.08.2023;1;3;0;2;3;6;11;10;8;7;7;8;10;11;12;12;10;7;4;8;5;3;6;6;0.8;0.8;0.7;0.7;0.6;0.7;0.8;0.7;0.7;0.6;0.6;0.6;0.7;0.8;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.8;0.8;0.7;5;7;7;7;7;7;7;7;7;7;7;7;4;4;4;4;5;5;5;5;5;5;5;5;15;13;13;14;14;15;15;15;15;15;15;15;15;16;16;17;17;18;18;17;16;16;16;15;;;;;;0.2;1;0.3;0.2;1;1.1;0.4;0.4;0.1;0.1;0.1;0.1;0.1;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
24.08.2023;6;6;6;6;6;6;5;6;6;9;10;8;7;8;7;7;8;7;8;8;7;5;5;5;0.7;0.6;0.6;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.4;0.4;5;5;5;5;5;5;15;5;15;15;15;15;15;15;15;15;15;15;15;15;15;15;14;14;14;12;12;11;11;11;11;11;12;13;14;15;16;17;17;18;17;17;16;16;14;12;12;12;;;;;;;;;;;;;;;;;;0.1;;;;;;;100;100;100;60;94;70;100;100;100;100;100;100;6;;;14;84;100;100;66;6;8;6;6
25.08.2023;5;5;6;6;4;4;3;3;3;4;5;6;6;5;6;7;7;8;8;6;6;6;7;8;0.5;0.5;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.5;14;14;14;5;5;5;5;5;5;5;5;14;14;14;14;14;14;14;14;14;14;14;13;13;11;11;12;12;12;12;13;13;14;15;15;16;17;18;18;16;17;17;16;16;14;13;13;12;;;;;;;;;;;;0.1;;;0.4;0.5;0.3;0.3;0.4;0.4;0.3;;;;5;13;100;100;100;100;100;100;37;41;95;96;100;100;100;100;100;14;80;88;58;43;22;50
26.08.2023;11;11;11;12;11;9;9;9;10;11;13;14;14;13;13;12;11;13;13;13;13;14;14;15;0.5;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.6;0.6;0.6;0.6;0.6;0.6;0.6;13;4;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;12;12;11;11;11;11;11;11;12;13;14;15;16;16;17;17;18;17;16;16;15;14;14;13;;;;;;;;;;;;;0.1;0.3;0.3;0.4;0.6;0.4;0.4;0.1;;;;;100;100;100;100;100;100;100;100;100;100;13;100;63;100;100;89;100;100;100;89;100;86;21;22
27.08.2023;14;14;13;13;11;8;8;6;7;5;4;10;10;7;6;8;9;10;11;9;11;9;10;14;0.7;0.7;0.7;0.7;0.6;0.5;0.5;0.4;0.5;0.6;0.7;0.8;0.8;0.7;0.7;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.8;0.8;3;3;3;3;3;3;3;17;3;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;12;12;14;14;14;14;13;12;13;13;13;13;13;14;14;15;17;18;18;17;16;14;13;13;;;;;;;;;0.5;0.1;0.6;1;0.1;0.2;;;0.1;0.1;0.2;0.3;;;;;23;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;52;25;45;9;87;7;95
28.08.2023;15;11;9;7;6;6;7;6;6;5;6;6;6;4;6;6;6;7;8;6;4;4;5;4;0.8;0.7;0.6;0.5;0.5;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.3;0.3;0.4;0.4;0.5;0.7;0.7;0.7;0.6;0.6;0.6;5;5;6;16;16;16;17;17;17;17;17;17;16;16;16;16;16;16;4;4;4;4;4;4;12;12;12;11;11;10;11;13;13;14;14;15;16;17;17;17;17;18;17;16;16;15;14;13;;;;;;;;;;;;;;;;;;0.1;;;;;;;74;7;;;49;45;59;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;;
29.08.2023;3;3;3;2;2;3;3;6;6;10;12;13;12;13;11;12;11;12;11;12;11;8;7;7;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.7;0.7;0.6;0.5;4;4;4;4;4;4;15;4;15;16;16;16;16;16;16;15;15;15;15;15;15;15;15;15;13;13;14;14;14;14;14;13;13;14;15;16;16;17;17;18;18;17;17;15;13;11;11;10;;;;;;0.1;0.1;;;;;;;;;;;;;;;;;;25;46;100;100;100;100;100;92;100;33;5;17;51;42;;;;;;68;77;44;;
30.08.2023;7;8;7;7;7;6;5;5;4;5;6;6;5;4;5;6;9;11;11;6;7;9;7;6;0.5;0.6;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.3;0.3;0.3;0.4;0.5;0.5;0.4;0.4;0.4;0.4;0.4;15;15;15;6;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;14;14;14;14;10;11;11;11;11;11;10;11;11;13;14;15;16;16;17;16;16;15;14;13;13;13;12;12;;;;;;;;;;;;;;;;;;0.1;;0.1;;;0.1;0.1;;;6;6;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
31.08.2023;7;8;10;10;11;13;12;12;6;4;5;7;8;7;6;3;6;10;11;13;10;8;6;4;0.4;0.5;0.5;0.6;0.7;0.9;1;0.9;0.9;1;1;1;1;1;1;1;1;1.1;1.2;1.2;1.2;1.2;1.1;1.1;14;14;14;4;4;4;4;4;4;4;5;5;5;5;5;6;6;6;6;5;5;5;5;5;12;13;13;13;12;13;14;15;16;16;16;15;15;15;17;18;18;17;17;16;16;15;14;15;0.1;0.1;;0.5;4.9;2.8;3.4;1.9;0.8;0.5;0.4;;;0.1;;0.1;0.3;0.2;0.1;0.1;;;0.1;0.1;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;47;99;89;39;;61;;49;80
01.09.2023;4;3;3;2;3;2;2;1;1;1;1;1;3;2;2;4;5;5;5;5;3;2;1;1;1;0.9;0.9;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;5;7;7;7;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;15;15;15;14;14;14;13;12;14;15;16;16;17;18;18;17;18;18;17;16;14;14;13;13;0.3;0.4;0.3;0.2;0.1;;;;;;;;;;0.4;0.1;0.1;;;;;;;;100;100;100;100;100;37;26;19;18;49;62;99;51;41;9;99;12;8;8;12;12;;7;6
02.09.2023;2;3;3;3;3;3;3;3;3;2;2;2;4;4;5;5;5;5;5;4;4;4;3;5;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7;13;12;12;12;12;11;11;11;13;15;16;18;18;18;18;18;18;18;17;16;15;14;14;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;6;6;28;6;48;7;94;95;100;74;100;99;100;100;24
03.09.2023;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.5;0.4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04.09.2023;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.8;0.8;0.8;0.8;0.9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;19;18;18;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;9;;6;7
05.09.2023;11;11;11;11;10;10;9;11;12;14;14;10;12;11;12;11;10;9;8;7;5;5;5;4;0.9;0.8;0.8;0.8;0.9;0.9;0.8;0.9;0.9;1;1;1;0.9;0.9;0.9;0.9;0.9;0.9;0.8;0.8;0.8;0.7;0.7;0.7;5;5;18;18;17;17;17;17;17;16;16;16;16;16;15;15;15;15;15;15;14;14;14;14;18;19;18;18;18;17;17;17;18;19;19;19;19;21;21;21;21;20;20;19;17;16;16;16;;;;;;;;;;;;;;;;;;;;;;;;;99;61;7;70;64;7;9;12;100;100;100;100;100;83;36;5;100;9;37;5;100;70;31;100
